工商银行
时间,2020-01-01,2020-12-31
总交易天数,243
波动超过2%天数,31
第一区间范围,4.91,5.195
最高值在第一区间内波动天数,159
第二区间范围,5.195,5.48
最高值在第二区间内波动天数,51
第三区间范围,5.48,5.765
最高值在第三区间内波动天数,16
第四区间范围,5.765,6.05
最高值在第四区间内波动天数,17
 
工商银行
时间,2020-01-01,2020-12-31
总交易天数,243
波动超过2%天数,31
总宽度,4.88,6.05
第一区间范围,4.91,5.195
最高值在第一区间内波动天数,159
第二区间范围,5.195,5.48
最高值在第二区间内波动天数,51
第三区间范围,5.48,5.765
最高值在第三区间内波动天数,16
第四区间范围,5.765,6.05
最高值在第四区间内波动天数,17
 
工商银行
时间,2020-01-01,2020-12-31
总交易天数,243
波动超过2%天数,31
总宽度,4.88,6.05
第一区间范围,4.91,5.195
最高值在第一区间内波动天数,159
第二区间范围,5.195,5.48
最高值在第二区间内波动天数,51
第三区间范围,5.48,5.765
最高值在第三区间内波动天数,16
第四区间范围,5.765,6.05
最高值在第四区间内波动天数,17
 
工商银行
时间,2020-01-01,2020-12-31
总交易天数,243
波动超过2%天数,31
总宽度,4.88,6.05
第一区间范围,4.91,5.195
最高值在第一区间内波动天数,159
第二区间范围,5.195,5.48
最高值在第二区间内波动天数,51
第三区间范围,5.48,5.765
最高值在第三区间内波动天数,16
第四区间范围,5.765,6.05
最高值在第四区间内波动天数,17
 
工商银行
时间,2020-01-01,2020-12-31
总交易天数,243
波动超过2%天数,31
总宽度,4.88,6.05
第一区间范围,4.91,5.195
最高值在第一区间内波动天数,159
第二区间范围,5.195,5.48
最高值在第二区间内波动天数,51
第三区间范围,5.48,5.765
最高值在第三区间内波动天数,16
第四区间范围,5.765,6.05
最高值在第四区间内波动天数,17
 
工商银行
时间,2020-01-01,2020-12-31
总交易天数,243
波动超过2%天数,31
总宽度,8.75761256,10.93335165
第一区间范围,8.93525176,9.4347767325
最高值在第一区间内波动天数,148
第二区间范围,9.4347767325,9.934301705
最高值在第二区间内波动天数,67
第三区间范围,9.934301705,10.4338266775
最高值在第三区间内波动天数,13
第四区间范围,10.4338266775,10.93335165
最高值在第四区间内波动天数,15
 
工商银行
时间,2020-01-01,2020-12-31
总交易天数,243
波动超过2%天数,31
总宽度,4.68584668,5.85
第一区间范围,4.78089428,5.04817071
最高值在第一区间内波动天数,148
第二区间范围,5.04817071,5.31544714
最高值在第二区间内波动天数,67
第三区间范围,5.31544714,5.58272357
最高值在第三区间内波动天数,13
第四区间范围,5.58272357,5.85
最高值在第四区间内波动天数,15
 
